language_prediction,language_prediction_en,language_prediction_mixed,language_prediction_other,language_prediction_punc,language_prediction_sw,letterCase,nextEnScore,nextMixedScore,nextOtherScore,nextSwScore,prevEnScore,prevMixedScore,prevOtherScore,prevSwScore,swRegex,text
punc,1.33E-06,5.58E-05,2.83E-05,0.999486194,4.28E-04,numsym,0.389133404,0.090362738,2.30E-04,0.520273788,0.002298876,3.24E-06,0.00183378,0.995864104,0,#.#
sw,0.382734584,0.08917248,3.25E-04,6.50E-05,0.527702656,,0.024353158,3.70E-05,0.004465499,0.971144304,0,0,0,0,,Post:5917760
sw,0.003440243,4.35E-05,0.003572004,9.62E-05,0.992847989,initcap,2.77E-05,0.009234455,0.001537081,0.989200781,0,0,0,0,1,#na#
sw,1.13E-06,0.008318986,0.001114344,1.32E-06,0.990564216,lower,4.09E-04,8.74E-05,0.00202667,0.997476941,0.024353158,3.70E-05,0.004465499,0.971144304,1,#unadhani#
sw,1.11E-05,2.41E-04,7.67E-04,2.31E-07,0.998981111,lower,7.61E-05,4.91E-04,0.007704978,0.9917282,2.77E-05,0.009234455,0.001537081,0.989200781,1,#atashinda#
sw,6.58E-06,0.001016437,0.005607637,2.51E-06,0.993366836,lower,5.63E-04,7.89E-05,4.78E-05,0.99931009,4.09E-04,8.74E-05,0.00202667,0.997476941,1,#uchaguzi#
sw,7.79E-04,3.76E-05,7.29E-05,2.60E-06,0.999107976,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,7.61E-05,4.91E-04,0.007704978,0.9917282,1,#ukurudiwa#
punc,3.68E-05,3.51E-05,4.62E-05,0.999526187,3.56E-04,numsym,0.982877165,4.68E-06,4.82E-04,0.016635658,5.63E-04,7.89E-05,4.78E-05,0.99931009,0,#?#
en,0.984334544,2.01E-06,5.20E-04,9.22E-05,0.015051191,initcap,0.996412585,5.06E-05,9.08E-06,0.003527747,0,0,0,0,1,#he#
en,0.999726801,1.97E-05,9.32E-06,1.85E-05,2.26E-04,lower,0.999300408,1.13E-04,1.15E-04,4.71E-04,0.982877165,4.68E-06,4.82E-04,0.016635658,0,#lost#
en,0.999582188,4.21E-05,8.20E-05,2.44E-05,2.69E-04,lower,0.999702631,5.98E-05,9.41E-06,2.28E-04,0.996412585,5.06E-05,9.08E-06,0.003527747,0,#not#
en,0.999948526,2.04E-05,9.75E-06,2.76E-06,1.85E-05,lower,0.976217101,2.31E-06,4.32E-04,0.02334815,0.999300408,1.13E-04,1.15E-04,4.71E-04,0,#because#
en,0.994276291,4.78E-07,3.24E-04,2.04E-05,0.005379234,lower,0.997362971,3.49E-05,1.12E-04,0.002490415,0.999702631,5.98E-05,9.41E-06,2.28E-04,1,#he#
en,0.99929452,1.39E-05,8.45E-05,2.45E-05,5.83E-04,lower,0.989339832,1.45E-04,6.60E-05,0.010448851,0.976217101,2.31E-06,4.32E-04,0.02334815,0,#is#
en,0.99202803,5.15E-05,4.17E-05,1.14E-06,0.007877658,lower,0.997879248,3.15E-05,3.27E-05,0.002056506,0.997362971,3.49E-05,1.12E-04,0.002490415,0,#incapable#
en,0.999882953,7.86E-06,2.66E-05,3.54E-05,4.72E-05,lower,0.999702631,5.98E-05,9.41E-06,2.28E-04,0.989339832,1.45E-04,6.60E-05,0.010448851,0,#but#
en,0.999948368,2.05E-05,9.75E-06,2.76E-06,1.87E-05,lower,0.976217101,2.31E-06,4.32E-04,0.02334815,0.997879248,3.15E-05,3.27E-05,0.002056506,0,#because#
en,0.994289113,4.77E-07,3.24E-04,2.04E-05,0.005366485,lower,0.998092123,8.95E-05,7.80E-05,0.00174031,0.999702631,5.98E-05,9.41E-06,2.28E-04,1,#he#
en,0.999368921,3.00E-05,4.11E-05,5.73E-05,5.03E-04,lower,0.999300408,1.13E-04,1.15E-04,4.71E-04,0.976217101,2.31E-06,4.32E-04,0.02334815,0,#did#
en,0.999582774,4.21E-05,8.21E-05,2.44E-05,2.69E-04,lower,0.998048943,5.16E-06,1.09E-04,0.001837191,0.998092123,8.95E-05,7.80E-05,0.00174031,0,#not#
en,0.999331317,1.21E-06,8.45E-05,6.90E-06,5.76E-04,lower,0.969068494,4.32E-05,4.13E-04,0.030475086,0.999300408,1.13E-04,1.15E-04,4.71E-04,1,#have#
en,0.997616012,1.49E-05,5.14E-04,3.60E-06,0.001851462,lower,0.996865806,4.74E-05,4.83E-05,0.00303849,0.998048943,5.16E-06,1.09E-04,0.001837191,0,#enough#
en,0.999660935,2.04E-05,5.22E-05,9.18E-06,2.57E-04,lower,0.998788771,1.97E-04,7.44E-04,2.71E-04,0.969068494,4.32E-05,4.13E-04,0.030475086,0,#voters#
en,0.999554615,1.04E-04,2.97E-04,3.84E-06,4.01E-05,lower,0.955682939,1.62E-05,7.90E-05,0.044221869,0.996865806,4.74E-05,4.83E-05,0.00303849,0,#against#
en,0.99217246,4.31E-06,6.46E-05,2.49E-05,0.007733717,lower,0.999291854,5.83E-04,4.59E-05,7.92E-05,0.998788771,1.97E-04,7.44E-04,2.71E-04,0,#his#
en,0.999536136,4.01E-04,4.64E-05,4.23E-06,1.23E-05,lower,0.61047462,2.03E-04,5.41E-04,0.388780687,0.955682939,1.62E-05,7.90E-05,0.044221869,0,#opponents#
punc,0.024834661,8.15E-06,3.44E-05,0.975118163,4.63E-06,numsym,0.998775714,2.14E-05,2.30E-04,9.73E-04,0.999291854,5.83E-04,4.59E-05,7.92E-05,0,#....#
en,0.997611874,3.41E-05,0.001246939,4.54E-05,0.001061665,lower,0.992873753,2.17E-05,1.19E-05,0.007092561,0,0,0,0,0,#on#
en,0.999896023,7.75E-06,1.04E-05,6.00E-06,7.98E-05,lower,0.998845698,5.05E-05,3.01E-04,8.02E-04,0.998775714,2.14E-05,2.30E-04,9.73E-04,0,#tribal#
en,0.999747412,1.56E-05,2.06E-04,6.53E-06,2.44E-05,lower,0.999811001,1.38E-05,5.75E-05,1.18E-04,0.992873753,2.17E-05,1.19E-05,0.007092561,0,#grounds#
en,0.99987966,6.27E-06,4.77E-05,1.58E-05,5.05E-05,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.998845698,5.05E-05,3.01E-04,8.02E-04,0,#only#
punc,5.90E-04,5.49E-06,2.14E-05,0.999381654,1.13E-06,numsym,0.997753719,1.49E-04,1.47E-05,0.002082482,0.999811001,1.38E-05,5.75E-05,1.18E-04,0,#.#
en,0.996707355,4.13E-05,6.72E-05,1.08E-07,0.003184018,initcap,0.955233654,2.21E-05,1.20E-04,0.044624086,0,0,0,0,0,#kikuyus+nandis+kalenjins+luhya#
en,0.996857495,6.32E-06,9.41E-05,1.47E-04,0.002895297,lower,0.997476556,4.83E-04,2.08E-05,0.002019971,0.997753719,1.49E-04,1.47E-05,0.002082482,0,#s#
en,0.997993379,8.85E-05,2.93E-05,9.34E-06,0.00187946,capital,0.778456433,2.06E-04,5.49E-04,0.220788033,0.955233654,2.21E-05,1.20E-04,0.044624086,0,#luos+kambas#
punc,5.65E-05,1.73E-05,2.32E-05,0.99989184,1.12E-05,numsym,0.253225981,0.089833555,2.24E-04,0.656716685,0.997476556,4.83E-04,2.08E-05,0.002019971,0,#.#
en,0.668435236,0.028719389,3.70E-04,5.91E-05,0.302415982,,0.999067557,4.74E-05,9.97E-05,7.85E-04,0,0,0,0,,Post:5401458
en,0.997746935,5.03E-05,9.42E-05,4.46E-06,0.002104128,initcap,0.778456433,2.06E-04,5.49E-04,0.220788033,0,0,0,0,0,#outrageous#
punc,0.022559433,1.19E-05,5.12E-05,0.977363239,1.43E-05,numsym,0.998961511,2.46E-05,9.51E-05,9.19E-04,0.999067557,4.74E-05,9.97E-05,7.85E-04,0,#!#
en,0.99927332,1.49E-05,1.44E-04,6.19E-05,5.05E-04,initcap,0.998535216,6.54E-05,3.32E-05,0.001366183,0,0,0,0,0,#sent#
en,0.999662517,2.47E-05,2.61E-05,2.62E-05,2.60E-04,lower,0.997274919,6.85E-05,1.80E-04,0.002476763,0.998961511,2.46E-05,9.51E-05,9.19E-04,0,#from#
en,0.99849061,3.11E-05,1.13E-04,6.06E-05,0.001304759,lower,0.646581622,0.002297974,5.63E-04,0.350557252,0.998535216,6.54E-05,3.32E-05,0.001366183,0,#my#
en,0.994688676,3.37E-04,1.65E-04,7.02E-05,0.004739932,other,0.778456433,2.06E-04,5.49E-04,0.220788033,0.997274919,6.85E-05,1.80E-04,0.002476763,0,#iphone#
punc,1.43E-05,2.68E-05,2.50E-05,0.999891437,4.25E-05,numsym,0.285756761,0.088866168,2.20E-04,0.625157563,0.646581622,0.002297974,5.63E-04,0.350557252,0,#.#
sw,0.345349895,0.09380919,3.23E-04,2.58E-05,0.560492199,,0.00104989,1.17E-05,2.52E-04,0.998686698,0,0,0,0,,Post:932035
sw,5.75E-04,1.24E-05,5.19E-04,2.31E-05,0.998870788,initcap,0.012630804,2.26E-05,1.89E-04,0.987157109,0,0,0,0,1,#kweli#
sw,2.06E-04,6.44E-05,1.68E-04,9.24E-06,0.999552961,lower,6.67E-04,6.24E-05,0.00387466,0.995396152,0.00104989,1.17E-05,2.52E-04,0.998686698,1,#mimi#
sw,1.76E-05,1.32E-04,0.00252916,2.83E-06,0.997318651,lower,0.011144845,2.40E-06,0.002167002,0.986685756,0.012630804,2.26E-05,1.89E-04,0.987157109,1,#naona#
sw,3.50E-04,6.62E-06,0.002074253,8.34E-06,0.997560744,lower,0.003655665,1.66E-04,0.001335575,0.994843092,6.67E-04,6.24E-05,0.00387466,0.995396152,1,#huyu#
sw,1.04E-04,2.61E-04,9.43E-04,9.37E-06,0.998682665,lower,1.76E-04,2.33E-04,0.015823779,0.983766947,0.011144845,2.40E-06,0.002167002,0.986685756,1,#jamaa#
sw,2.38E-06,6.16E-04,0.023646307,6.60E-08,0.975735717,lower,0.001703861,1.52E-05,0.020681481,0.977599496,0.003655665,1.66E-04,0.001335575,0.994843092,1,#ametuchoka#
sw,3.76E-04,9.76E-06,0.014285787,1.96E-06,0.985326058,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,1.76E-04,2.33E-04,0.015823779,0.983766947,1,#kabisa#
punc,2.78E-07,9.64E-05,3.17E-05,0.998127925,0.001743706,numsym,9.75E-04,1.84E-05,2.93E-05,0.998977481,0.001703861,1.52E-05,0.020681481,0.977599496,0,#.#
sw,1.18E-04,2.71E-05,1.29E-04,7.17E-06,0.999718786,allcaps,0.062196007,3.11E-05,1.93E-05,0.93775355,0,0,0,0,1,#watanzania#
sw,6.16E-04,5.29E-05,2.76E-05,9.41E-06,0.999294347,allcaps,0.004810247,2.58E-04,7.68E-04,0.994164071,9.75E-04,1.84E-05,2.93E-05,0.998977481,1,#wenzangu#
sw,5.19E-05,1.85E-04,2.91E-04,6.31E-05,0.999408914,allcaps,1.21E-04,0.006772658,3.62E-05,0.993070285,0.062196007,3.11E-05,1.93E-05,0.93775355,1,#kama#
sw,3.54E-06,0.006156273,1.81E-05,5.78E-06,0.99381627,allcaps,0.011083796,8.43E-05,7.27E-04,0.988105342,0.004810247,2.58E-04,7.68E-04,0.994164071,1,#mnasoma#
sw,2.05E-04,9.14E-05,3.18E-04,2.62E-05,0.999359043,allcaps,0.189619697,8.56E-05,2.03E-04,0.810091906,1.21E-04,0.006772658,3.62E-05,0.993070285,1,#vitabu#
sw,0.001578957,9.76E-05,8.84E-05,1.76E-05,0.998217421,allcaps,0.004810247,2.58E-04,7.68E-04,0.994164071,0.011083796,8.43E-05,7.27E-04,0.988105342,1,#vitakatifu#
sw,0.001044119,5.32E-05,2.77E-04,6.71E-05,0.998558506,allcaps,0.71613384,1.77E-04,1.15E-05,0.283677408,0.189619697,8.56E-05,2.03E-04,0.810091906,1,#kama#
sw,0.006681058,2.84E-04,3.55E-06,2.17E-04,0.992814492,allcaps,0.007761989,3.04E-05,0.011816396,0.9803912,0.004810247,2.58E-04,7.68E-04,0.994164071,0,#biblia#
sw,0.004847364,1.49E-05,0.003338607,4.26E-05,0.991756532,allcaps,0.025266446,1.77E-04,0.001135116,0.97342184,0.71613384,1.77E-04,1.15E-05,0.283677408,1,#mungu#
sw,3.29E-04,1.72E-04,0.001656698,7.82E-06,0.997834949,allcaps,1.60E-04,0.001612634,5.05E-05,0.998176478,0.007761989,3.04E-05,0.011816396,0.9803912,1,#hapendi#
sw,7.58E-05,0.001246489,3.90E-05,1.24E-05,0.998626204,allcaps,0.141868206,4.59E-05,1.17E-05,0.858074196,0.025266446,1.77E-04,0.001135116,0.97342184,1,#ufisadi#
sw,0.002167006,5.30E-05,6.44E-06,2.70E-05,0.997746539,allcaps,7.25E-05,6.00E-05,9.06E-05,0.999776908,1.60E-04,0.001612634,5.05E-05,0.998176478,1,#rushwa#
sw,1.85E-05,5.93E-05,7.13E-05,1.40E-05,0.999836854,allcaps,2.18E-06,0.018618124,1.06E-04,0.98127348,0.141868206,4.59E-05,1.17E-05,0.858074196,1,#utajiri#
sw,4.64E-07,0.011287736,4.84E-05,1.71E-06,0.988661717,allcaps,0.003962258,2.68E-05,1.25E-04,0.99588629,7.25E-05,6.00E-05,9.06E-05,0.999776908,1,#unaopatikana#
sw,4.69E-05,2.93E-05,5.25E-05,1.92E-04,0.999679744,allcaps,4.74E-04,2.48E-04,4.84E-04,0.99879332,2.18E-06,0.018618124,1.06E-04,0.98127348,1,#kwa#
sw,8.54E-07,1.99E-04,2.31E-04,3.37E-06,0.9995666,allcaps,0.002071173,2.38E-04,3.50E-04,0.997341261,0.003962258,2.68E-05,1.25E-04,0.99588629,1,#kuwanyonya#
sw,3.61E-05,2.27E-04,1.59E-04,1.12E-05,0.999566629,allcaps,1.47E-07,4.73E-05,4.08E-04,0.999544527,4.74E-04,2.48E-04,4.84E-04,0.99879332,1,#wananchi#
sw,7.49E-07,2.32E-05,4.49E-04,8.41E-07,0.999526032,allcaps,0.778456433,2.06E-04,5.49E-04,0.220788033,0.002071173,2.38E-04,3.50E-04,0.997341261,1,#waliowengi#
punc,2.77E-07,9.51E-05,2.68E-05,0.997874687,0.002003147,numsym,0.008767058,2.00E-05,1.48E-04,0.991065387,1.47E-07,4.73E-05,4.08E-04,0.999544527,0,#.#
sw,0.003526557,3.43E-05,4.48E-04,1.18E-04,0.99587329,allcaps,0.008669847,1.98E-04,3.48E-04,0.990784179,0,0,0,0,1,#huu#
sw,1.63E-04,1.57E-04,1.56E-04,2.24E-04,0.999300519,allcaps,0.175620247,3.61E-05,0.00558179,0.818761911,0.008767058,2.00E-05,1.48E-04,0.991065387,1,#ni#
sw,0.003752361,3.81E-05,8.67E-04,3.19E-05,0.995310864,allcaps,0.021410754,6.48E-06,9.58E-04,0.977625068,0.008669847,1.98E-04,3.48E-04,0.990784179,1,#mwaka#
sw,8.38E-04,7.34E-06,5.34E-04,5.92E-05,0.998561354,allcaps,0.119982189,1.22E-04,7.40E-04,0.879156253,0.175620247,3.61E-05,0.00558179,0.818761911,1,#wetu#
sw,5.76E-04,2.16E-04,1.20E-04,5.96E-06,0.999082302,allcaps,1.09E-05,1.88E-05,1.05E-04,0.999865598,0.021410754,6.48E-06,9.58E-04,0.977625068,1,#wanyonge#
sw,3.74E-05,6.48E-06,7.22E-05,7.81E-06,0.999876088,allcaps,0.588650766,2.95E-05,2.29E-04,0.411090551,0.119982189,1.22E-04,7.40E-04,0.879156253,1,#tumeletewa#
sw,0.23289642,4.53E-05,1.05E-04,5.59E-05,0.766897459,allcaps,0.028010459,1.20E-04,4.67E-05,0.971822984,1.09E-05,1.88E-05,1.05E-04,0.999865598,1,#timu#
sw,0.00510808,8.55E-05,2.36E-05,2.00E-05,0.994762821,allcaps,0.012614924,2.40E-04,7.02E-05,0.987074895,0.588650766,2.95E-05,2.29E-04,0.411090551,1,#laini#
sw,2.83E-04,4.36E-04,2.54E-05,1.44E-05,0.999241578,allcaps,9.95E-04,0.001684648,1.63E-04,0.997156865,0.028010459,1.20E-04,4.67E-05,0.971822984,1,#tuifunge#
sw,7.68E-05,0.001109295,5.63E-05,5.41E-05,0.998703521,allcaps,0.234994274,2.00E-04,5.18E-04,0.764287494,0.012614924,2.40E-04,7.02E-05,0.987074895,1,#mabao#
sw,0.004176173,2.18E-04,7.19E-05,0.037292584,0.958241597,numsym,0.003962258,2.68E-05,1.25E-04,0.99588629,9.95E-04,0.001684648,1.63E-04,0.997156865,0,#10#
sw,1.44E-04,1.94E-05,4.85E-05,1.95E-04,0.999592977,allcaps,0.051064963,1.37E-04,4.65E-05,0.948751742,0.234994274,2.00E-04,5.18E-04,0.764287494,1,#kwa#
sw,0.025295435,5.17E-05,4.62E-05,2.61E-05,0.974580484,allcaps,0.778456433,2.06E-04,5.49E-04,0.220788033,0.003962258,2.68E-05,1.25E-04,0.99588629,1,#sifuri#
punc,3.34E-07,8.98E-05,2.65E-05,0.998210718,0.001672656,numsym,2.48E-04,4.03E-05,2.71E-04,0.999439744,0.051064963,1.37E-04,4.65E-05,0.948751742,0,#.#
sw,8.16E-05,6.26E-05,0.001463355,1.63E-05,0.998376129,allcaps,0.003962258,2.68E-05,1.25E-04,0.99588629,0,0,0,0,1,#tujifunze#
sw,4.48E-05,2.89E-05,5.09E-05,1.92E-04,0.999683577,allcaps,6.43E-04,8.13E-06,5.12E-04,0.99883695,2.48E-04,4.03E-05,2.71E-04,0.999439744,1,#kwa#
sw,3.62E-05,1.15E-05,5.21E-04,2.35E-05,0.999408046,allcaps,0.032361103,1.49E-05,2.38E-04,0.967386353,0.003962258,2.68E-05,1.25E-04,0.99588629,1,#wenzetu#
sw,8.56E-04,2.12E-05,9.89E-05,2.37E-04,0.99878684,allcaps,0.001298002,9.04E-05,5.07E-04,0.99810501,6.43E-04,8.13E-06,5.12E-04,0.99883695,1,#wa#
sw,6.15E-05,1.43E-04,1.63E-04,7.57E-06,0.999625133,allcaps,5.93E-07,6.27E-05,4.10E-04,0.999527091,0.032361103,1.49E-05,2.38E-04,0.967386353,1,#uingereza#
sw,5.86E-06,1.83E-05,2.50E-04,4.29E-06,0.999721595,allcaps,0.966296868,2.08E-04,6.19E-05,0.033433189,0.001298002,9.04E-05,5.07E-04,0.99810501,1,#wamemtoa#
sw,0.198062364,4.52E-04,2.42E-05,0.001325247,0.800135851,allcaps,2.47E-06,4.19E-05,0.001579009,0.998376617,5.93E-07,6.27E-05,4.10E-04,0.999527091,0,#pm#
sw,6.77E-06,1.06E-05,4.92E-04,1.26E-05,0.99947787,allcaps,0.002414344,2.51E-05,1.91E-04,0.997369162,0.966296868,2.08E-04,6.19E-05,0.033433189,1,#wameweka#
sw,7.30E-05,4.01E-05,8.15E-05,4.84E-05,0.999757038,allcaps,0.006663381,3.16E-04,2.18E-04,0.99280324,2.47E-06,4.19E-05,0.001579009,0.998376617,1,#watu#
sw,1.99E-04,3.87E-04,9.70E-05,1.97E-05,0.999297915,allcaps,0.02076529,7.96E-05,0.002329332,0.976825758,0.002414344,2.51E-05,1.91E-04,0.997369162,1,#wasio#
sw,1.54E-04,8.70E-05,8.24E-04,1.94E-04,0.998740912,allcaps,0.002628067,0.00977473,0.003152151,0.984445052,0.006663381,3.16E-04,2.18E-04,0.99280324,1,#na#
sw,1.61E-04,0.007612492,0.001273977,4.48E-06,0.990947783,allcaps,1.55E-07,5.23E-05,5.48E-05,0.99989272,0.02076529,7.96E-05,0.002329332,0.976825758,1,#masihara#
sw,2.74E-08,5.22E-05,4.90E-05,5.91E-06,0.99989294,allcaps,0.038771208,0.042804578,1.85E-05,0.918405739,0.002628067,0.00977473,0.003152151,0.984445052,1,#watakaojali#
sw,0.006304501,0.03932158,9.36E-06,2.54E-05,0.954339175,allcaps,0.028332827,8.37E-06,3.85E-04,0.971274036,1.55E-07,5.23E-05,5.48E-05,0.99989272,0,#maslahi#
sw,3.14E-04,1.07E-05,1.78E-04,2.47E-04,0.9992507,allcaps,0.102686291,1.21E-04,5.11E-05,0.897141369,0.038771208,0.042804578,1.85E-05,0.918405739,1,#ya#
sw,0.133794211,6.45E-05,2.44E-05,3.05E-05,0.866086352,allcaps,0.778456433,2.06E-04,5.49E-04,0.220788033,0.028332827,8.37E-06,3.85E-04,0.971274036,1,#taifa#
punc,4.39E-07,8.18E-05,2.63E-05,0.998611745,0.001279726,numsym,0.01560548,1.54E-05,7.03E-04,0.983676357,0.102686291,1.21E-04,5.11E-05,0.897141369,0,#.#
sw,0.007217092,2.48E-05,0.003535899,1.59E-05,0.989206275,allcaps,0.064682463,2.16E-04,7.96E-04,0.934306052,0,0,0,0,1,#kikwete#
sw,8.24E-04,2.77E-04,2.40E-04,5.92E-05,0.998600101,allcaps,0.004810247,2.58E-04,7.68E-04,0.994164071,0.01560548,1.54E-05,7.03E-04,0.983676357,1,#basi#
sw,5.45E-05,1.80E-04,2.93E-04,6.28E-05,0.999410265,allcaps,0.015580345,1.66E-05,5.47E-04,0.983856597,0.064682463,2.16E-04,7.96E-04,0.934306052,1,#kama#
sw,1.53E-04,2.80E-05,2.22E-04,4.04E-05,0.999556696,allcaps,0.002071173,2.38E-04,3.50E-04,0.997341261,0.004810247,2.58E-04,7.68E-04,0.994164071,1,#hata#
sw,3.85E-05,2.23E-04,1.58E-04,1.12E-05,0.999569628,allcaps,4.57E-05,7.77E-04,7.02E-05,0.999106804,0.015580345,1.66E-05,5.47E-04,0.983856597,1,#wananchi#
sw,6.00E-06,4.13E-04,6.27E-05,7.04E-06,0.999511071,allcaps,3.91E-04,0.003358594,0.003487381,0.992763229,0.002071173,2.38E-04,3.50E-04,0.997341261,1,#unawadanganya#
sw,1.62E-05,0.003227088,9.65E-04,9.18E-06,0.995782767,allcaps,0.002328053,1.29E-04,6.82E-04,0.996860981,4.57E-05,7.77E-04,7.02E-05,0.999106804,1,#mchana#
sw,6.47E-04,4.28E-05,4.29E-04,3.82E-05,0.998843322,allcaps,0.778456433,2.06E-04,5.49E-04,0.220788033,3.91E-04,0.003358594,0.003487381,0.992763229,1,#kweupeeeeeeeeeeee#
punc,2.76E-07,9.55E-05,2.68E-05,0.997865513,0.002011883,numsym,0.003962258,2.68E-05,1.25E-04,0.99588629,0.002328053,1.29E-04,6.82E-04,0.996860981,0,#.#
sw,0.002240734,1.94E-05,3.13E-04,1.82E-04,0.99724484,allcaps,0.414755371,3.73E-06,2.71E-04,0.584969592,0,0,0,0,1,#kwa#
sw,0.015251663,7.76E-06,3.08E-04,4.73E-05,0.984384893,allcaps,0.028776533,3.60E-05,3.28E-04,0.970859303,0.003962258,2.68E-05,1.25E-04,0.99588629,1,#heri#
sw,0.015017494,1.00E-05,9.20E-05,1.32E-04,0.984748102,allcaps,0.778456433,2.06E-04,5.49E-04,0.220788033,0.414755371,3.73E-06,2.71E-04,0.584969592,1,#bababa#
punc,4.61E-07,8.89E-05,2.81E-05,0.998666663,0.001215812,numsym,0.050817193,0.091001114,2.29E-04,0.857952783,0.028776533,3.60E-05,3.28E-04,0.970859303,0,#.#
sw,0.251789195,0.103571718,3.66E-04,8.19E-05,0.644190694,,0.026338733,3.69E-06,3.09E-04,0.973348208,0,0,0,0,,Post:671258
sw,0.016780201,7.96E-06,0.001571349,9.68E-06,0.981630816,lower,0.389538989,9.11E-06,1.62E-04,0.610290056,0,0,0,0,1,#hii#
sw,0.002847951,3.20E-05,1.28E-04,2.01E-06,0.996990329,lower,2.20E-06,1.95E-04,1.36E-06,0.999801454,0.026338733,3.69E-06,3.09E-04,0.973348208,1,#ishu#
sw,2.71E-07,1.18E-04,1.73E-06,3.18E-08,0.999880459,lower,0.001464638,5.99E-06,7.71E-04,0.997758006,0.389538989,9.11E-06,1.62E-04,0.610290056,1,#tunalazimishwa#
sw,6.02E-05,2.12E-05,5.47E-04,1.78E-06,0.999369383,lower,0.002298876,3.24E-06,0.00183378,0.995864104,2.20E-06,1.95E-04,1.36E-06,0.999801454,1,#tuingie#
sw,2.77E-05,7.67E-06,0.001507639,9.67E-06,0.998447272,lower,4.54E-05,3.34E-05,4.75E-04,0.999446456,0.001464638,5.99E-06,7.71E-04,0.997758006,1,#huko#
sw,1.78E-06,4.80E-05,4.79E-04,1.37E-06,0.999469906,lower,0.046118885,2.07E-05,0.005228759,0.948631634,0.002298876,3.24E-06,0.00183378,0.995864104,1,#hakuna#
sw,9.48E-04,5.80E-05,0.001500646,2.10E-06,0.997491017,lower,0.0234284,1.92E-06,6.63E-04,0.975906572,4.54E-05,3.34E-05,4.75E-04,0.999446456,1,#ridhaa#
sw,2.01E-04,5.61E-06,5.72E-04,2.58E-05,0.999195838,lower,0.00170295,5.45E-05,6.02E-04,0.997640291,0.046118885,2.07E-05,0.005228759,0.948631634,1,#ya#
sw,5.72E-04,3.23E-05,5.10E-04,1.26E-06,0.998883901,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.0234284,1.92E-06,6.63E-04,0.975906572,1,#wananchi#
punc,2.74E-07,9.56E-05,2.68E-05,0.997855383,0.002021905,numsym,0.003551515,1.19E-05,1.03E-04,0.996333451,0.00170295,5.45E-05,6.02E-04,0.997640291,0,#.#
sw,0.001159172,1.67E-05,1.37E-04,6.35E-06,0.998680303,initcap,4.86E-04,0.001258011,0.004459668,0.993796768,0,0,0,0,1,#lakini#
sw,1.06E-05,0.001576031,0.002632189,2.15E-06,0.99577906,lower,0.003351422,1.04E-05,9.14E-04,0.995724004,0.003551515,1.19E-05,1.03E-04,0.996333451,1,#nadhani#
sw,1.94E-05,2.62E-05,8.68E-04,3.74E-07,0.999086187,lower,0.007139445,4.55E-05,5.99E-04,0.992216005,4.86E-04,0.001258011,0.004459668,0.993796768,1,#itakuwa#
sw,8.52E-05,9.55E-05,5.13E-04,2.31E-05,0.999283579,lower,0.003639582,1.04E-05,0.003118209,0.993231803,0.003351422,1.04E-05,9.14E-04,0.995724004,1,#ni#
sw,0.001434335,1.00E-05,5.11E-04,5.10E-06,0.998039239,lower,0.749579965,5.80E-06,2.82E-04,0.250132491,0.007139445,4.55E-05,5.99E-04,0.992216005,1,#darasa#
sw,0.009411991,1.99E-05,1.80E-04,1.85E-06,0.990386231,lower,0.003259823,6.14E-06,2.15E-04,0.996519251,0.003639582,1.04E-05,0.003118209,0.993231803,1,#tosha#
sw,0.00104511,4.80E-06,1.46E-04,2.08E-05,0.998783632,lower,8.02E-04,4.22E-06,5.04E-05,0.999143813,0.749579965,5.80E-06,2.82E-04,0.250132491,1,#kwa#
sw,7.89E-06,1.11E-05,6.89E-05,8.20E-07,0.999911316,lower,6.31E-05,3.13E-04,0.001498765,0.99812546,0.003259823,6.14E-06,2.15E-04,0.996519251,1,#watanzania#
sw,4.80E-06,3.78E-04,0.001358734,3.60E-06,0.99825468,lower,1.04E-04,9.58E-05,9.27E-05,0.999707844,8.02E-04,4.22E-06,5.04E-05,0.999143813,1,#kuamka#
sw,2.55E-06,1.20E-04,1.37E-04,3.72E-07,0.999740542,lower,0.001703861,1.52E-05,0.020681481,0.977599496,6.31E-05,3.13E-04,0.001498765,0.99812546,1,#nakubaliana#
sw,2.66E-05,3.03E-05,0.013180391,1.84E-06,0.98676088,lower,0.017109315,1.82E-05,0.003999872,0.978872578,1.04E-04,9.58E-05,9.27E-05,0.999707844,1,#kabisa#
sw,1.53E-04,4.00E-05,0.003139348,2.01E-05,0.996647731,lower,0.017301451,8.87E-06,5.96E-04,0.982093457,0.001703861,1.52E-05,0.020681481,0.977599496,1,#na#
sw,2.03E-04,2.80E-05,3.69E-04,8.73E-06,0.999391465,lower,5.75E-07,5.62E-04,0.002444437,0.996992915,0.017109315,1.82E-05,0.003999872,0.978872578,1,#hao#
sw,2.43E-06,1.79E-04,0.002061903,1.83E-07,0.99775662,lower,0.982783247,5.69E-05,3.76E-05,0.017122225,0.017301451,8.87E-06,5.96E-04,0.982093457,1,#wanaosema#
